productcode,productname,productdescription,productweight,photourl,hideproduct
224941KE-S5,Ives 5-piece Eastern King Bedroom Set White High Gloss,"<p>High gloss surfaces and diamond tile emboss bring this bedroom set together with a polished, contemporary Italian-inspired look. The bed anchors the room with touch LED lighting at the headboard, while the nightstand and dresser add practical storage with felt-lined top drawers. A coordinating mirror completes the arrangement with bright reflection and sleek continuity. The overall effect is clean, modern, and thoughtfully composed.</p><p><b>Dimensions:</b> 79.25""w x 83.5""d x 56.75""h</p><ul><li>Five-piece eastern king bedroom set features a sleek contemporary profile</li><li>Chest expands the set with added vertical bedroom organization</li><li>High gloss finish and diamond tile emboss create polished visual texture</li><li>Bed includes touch LED lighting for modern bedroom ambiance</li><li>Nightstand and dresser offer felt-lined top drawer storage</li><li>Designed for an eastern king mattress with foundation support required</li></ul>",133.62,/v/vspfiles/photos/coaster bedroom/224941KE-S5-1.jpg,N
224941Q-S4,Ives 4-piece Queen Bedroom Set White High Gloss,"<p>High gloss surfaces and diamond tile emboss bring this bedroom set together with a polished, contemporary Italian-inspired look. The bed anchors the room with touch LED lighting at the headboard, while the nightstand and dresser add practical storage with felt-lined top drawers. A coordinating mirror completes the arrangement with bright reflection and sleek continuity. The overall effect is clean, modern, and thoughtfully composed.</p><p><b>Dimensions:</b> 63.5""w x 83.5""d x 56.75""h</p><ul><li>Four-piece queen bedroom set features a sleek contemporary bedroom profile</li><li>Nightstand and dresser offer felt-lined top drawer storage</li><li>High gloss finish and diamond tile emboss create polished visual texture</li><li>Coordinating mirror adds bright reflection and cohesive style</li><li>Bed includes touch LED lighting for modern bedroom ambiance</li><li>Designed for a queen mattress with foundation support required</li></ul>",112.46,/v/vspfiles/photos/coaster bedroom/224941Q-S4-1.jpg,N
224941Q-S5,Ives 5-piece Queen Bedroom Set White High Gloss,"<p>High gloss surfaces and diamond tile emboss bring this bedroom set together with a polished, contemporary Italian-inspired look. The bed anchors the room with touch LED lighting at the headboard, while the nightstand and dresser add practical storage with felt-lined top drawers. A coordinating mirror completes the arrangement with bright reflection and sleek continuity. The overall effect is clean, modern, and thoughtfully composed.</p><p><b>Dimensions:</b> 63.5""w x 83.5""d x 56.75""h</p><ul><li>Five-piece queen bedroom set features a sleek contemporary bedroom profile</li><li>Nightstand and dresser offer felt-lined top drawer storage</li><li>High gloss finish and diamond tile emboss create polished visual texture</li><li>Chest expands the set with added vertical bedroom organization</li><li>Bed includes touch LED lighting for modern bedroom ambiance</li><li>Designed for a queen mattress with foundation support required</li></ul>",112.46,/v/vspfiles/photos/coaster bedroom/224941Q-S5-1.jpg,N
224971Q-S4,Ives 4-piece Queen Bedroom Set Grey High Gloss,"<p>High gloss surfaces and diamond tile emboss bring this bedroom set together with a polished, contemporary Italian-inspired look. The bed anchors the room with touch LED lighting at the headboard, while the nightstand and dresser add practical storage with felt-lined top drawers. A coordinating mirror completes the arrangement with bright reflection and sleek continuity. The overall effect is clean, modern, and thoughtfully composed.</p><p><b>Dimensions:</b> 63.5""w x 83.5""d x 56.75""h</p><ul><li>Four-piece queen bedroom set in grey high gloss has a sleek profile</li><li>Coordinating mirror adds bright reflection and cohesive style</li><li>High gloss finish and diamond tile emboss create polished visual texture</li><li>Bed includes touch LED lighting for modern bedroom ambiance</li><li>Nightstand and dresser offer felt-lined top drawer storage</li><li>Designed for a queen mattress with foundation support required</li></ul>",112.46,/v/vspfiles/photos/coaster bedroom/224971Q-S4-1.jpg,N
224971Q-S5,Ives 5-piece Queen Bedroom Set Grey High Gloss,"<p>High gloss surfaces and diamond tile emboss bring this bedroom set together with a polished, contemporary Italian-inspired look. The bed anchors the room with touch LED lighting at the headboard, while the nightstand and dresser add practical storage with felt-lined top drawers. A coordinating mirror completes the arrangement with bright reflection and sleek continuity. The overall effect is clean, modern, and thoughtfully composed.</p><p><b>Dimensions:</b> 63.5""w x 83.5""d x 56.75""h</p><ul><li>Five-piece queen bedroom set in grey high gloss has a sleek profile</li><li>Chest expands the set with added vertical bedroom organization</li><li>High gloss finish and diamond tile emboss create polished visual texture</li><li>Bed includes touch LED lighting for modern bedroom ambiance</li><li>Nightstand and dresser offer felt-lined top drawer storage</li><li>Designed for a queen mattress with foundation support required</li></ul>",112.46,/v/vspfiles/photos/coaster bedroom/224971Q-S5-1.jpg,N
205891KE-S4,Barzini 4-piece Eastern King Bedroom Set White,"<p>Transform your bedroom with the elegant design of this white set. The panel bed showcases metallic leatherette channel tufting framed by crisp molding and finished with turned feet for timeless charm. Coordinated storage brings added sparkle with glittery acrylic panels and faceted crystal hardware, blending modern radiance with classic details. Sculpted bun feet complete the look, creating a glamorous and polished bedroom retreat.</p><p><b>Dimensions:</b> 79.25""w x 84.75""d x 56""h</p><ul><li>Sculpted bun feet complete the set with classic glamour and polish</li><li>Sparkling acrylic accents add radiance to the clean white storage pieces</li><li>Panel bed features metallic leatherette channel tufting and crisp molding</li><li>Batten slats support the bed with no foundation required for use</li><li>Crystal hardware brings jewelry-like shine to drawers and case fronts</li><li>Eastern king four-piece bedroom set creates a bright glamorous retreat</li></ul>",102.1,/v/vspfiles/photos/coaster bedroom/205891KE-S4-1.jpg,N
205891KE-S5,Barzini 5-piece Eastern King Bedroom Set White,"<p>Transform your bedroom with the elegant design of this white set. The panel bed showcases metallic leatherette channel tufting framed by crisp molding and finished with turned feet for timeless charm. Coordinated storage brings added sparkle with glittery acrylic panels and faceted crystal hardware, blending modern radiance with classic details. Sculpted bun feet complete the look, creating a glamorous and polished bedroom retreat.</p><p><b>Dimensions:</b> 79.25""w x 84.75""d x 56""h</p><ul><li>Sculpted bun feet complete the set with classic glamour and polish</li><li>Sparkling acrylic accents add radiance to the clean white storage pieces</li><li>Panel bed features metallic leatherette channel tufting and crisp molding</li><li>Batten slats support the bed with no foundation required for use</li><li>Crystal hardware brings jewelry-like shine to drawers and case fronts</li><li>Eastern king five-piece bedroom set creates a bright glamorous retreat</li></ul>",102.1,/v/vspfiles/photos/coaster bedroom/205891KE-S5-1.jpg,N
205891KW-S4,Barzini 4-piece California King Bedroom Set White,"<p>Transform your bedroom with the elegant design of this white set. The panel bed showcases metallic leatherette channel tufting framed by crisp molding and finished with turned feet for timeless charm. Coordinated storage brings added sparkle with glittery acrylic panels and faceted crystal hardware, blending modern radiance with classic details. Sculpted bun feet complete the look, creating a glamorous and polished bedroom retreat.</p><p><b>Dimensions:</b> 79.25""w x 89.5""d x 56""h</p><ul><li>Sculpted bun feet complete the set with classic glamour and polish</li><li>Sparkling acrylic accents add radiance to the clean white storage pieces</li><li>Panel bed features metallic leatherette channel tufting and crisp molding</li><li>Batten slats support the bed with no foundation required for use</li><li>Crystal hardware brings jewelry-like shine to drawers and case fronts</li><li>California king four-piece bedroom set creates a bright glamorous retreat</li></ul>",110.69,/v/vspfiles/photos/coaster bedroom/205891KW-S4-1.jpg,N
205891KW-S5,Barzini 5-piece California King Bedroom Set White,"<p>Transform your bedroom with the elegant design of this white set. The panel bed showcases metallic leatherette channel tufting framed by crisp molding and finished with turned feet for timeless charm. Coordinated storage brings added sparkle with glittery acrylic panels and faceted crystal hardware, blending modern radiance with classic details. Sculpted bun feet complete the look, creating a glamorous and polished bedroom retreat.</p><p><b>Dimensions:</b> 79.25""w x 89.5""d x 56""h</p><ul><li>Sculpted bun feet complete the set with classic glamour and polish</li><li>Sparkling acrylic accents add radiance to the clean white storage pieces</li><li>Panel bed features metallic leatherette channel tufting and crisp molding</li><li>Batten slats support the bed with no foundation required for use</li><li>Crystal hardware brings jewelry-like shine to drawers and case fronts</li><li>California king five-piece bedroom set creates a bright glamorous retreat</li></ul>",110.69,/v/vspfiles/photos/coaster bedroom/205891KW-S5-1.jpg,N
205891Q-S4,Barzini 4-piece Queen Bedroom Set White,"<p>Transform your bedroom with the elegant design of this white set. The panel bed showcases metallic leatherette channel tufting framed by crisp molding and finished with turned feet for timeless charm. Coordinated storage brings added sparkle with glittery acrylic panels and faceted crystal hardware, blending modern radiance with classic details. Sculpted bun feet complete the look, creating a glamorous and polished bedroom retreat.</p><p><b>Dimensions:</b> 63.5""w x 84.75""d x 56""h</p><ul><li>Sculpted bun feet complete the set with classic glamour and polish</li><li>Sparkling acrylic accents add radiance to the clean white storage pieces</li><li>Panel bed features metallic leatherette channel tufting and crisp molding</li><li>Batten slats support the bed with no foundation required for use</li><li>Crystal hardware brings jewelry-like shine to drawers and case fronts</li><li>Queen four-piece bedroom set creates a bright glamorous retreat</li></ul>",84.68,/v/vspfiles/photos/coaster bedroom/205891Q-S4-1.jpg,N
205891Q-S5,Barzini 5-piece Queen Bedroom Set White,"<p>Transform your bedroom with the elegant design of this white set. The panel bed showcases metallic leatherette channel tufting framed by crisp molding and finished with turned feet for timeless charm. Coordinated storage brings added sparkle with glittery acrylic panels and faceted crystal hardware, blending modern radiance with classic details. Sculpted bun feet complete the look, creating a glamorous and polished bedroom retreat.</p><p><b>Dimensions:</b> 63.5""w x 84.75""d x 56""h</p><ul><li>Sculpted bun feet complete the set with classic glamour and polish</li><li>Sparkling acrylic accents add radiance to the clean white storage pieces</li><li>Panel bed features metallic leatherette channel tufting and crisp molding</li><li>Batten slats support the bed with no foundation required for use</li><li>Crystal hardware brings jewelry-like shine to drawers and case fronts</li><li>Queen five-piece bedroom set creates a bright glamorous retreat</li></ul>",84.68,/v/vspfiles/photos/coaster bedroom/205891Q-S5-1.jpg,N
205131KE-S4,Robyn 4-piece Eastern King Bedroom Set Dark Walnut,"<p>Transform your bedroom into the ultimate retreat with this mid-century modern bedroom set. Expertly crafted from pine, engineered wood, and walnut veneer, the set includes a bed, nightstand, dresser, mirror, and optional chest for a cohesive look. Rounded edges, tapered legs, and square tufting lend a retro-inspired flair, while felt-lined top drawers in case pieces and dual USB ports in nightstand add practical convenience. This collection combines style and functionality for a truly luxurious bedroom experience.</p><p><b>Dimensions:</b> 78.25""w x 86.5""d x 53.25""h</p><ul><li>Mid-century modern bedroom set with a cohesive aesthetic</li><li>Felt-lined top drawers protect delicate items</li><li>Constructed with pine, engineered wood, and walnut veneer</li><li>Nightstand includes dual USB ports for device charging</li><li>Rounded corners throughout add an updated, modern flair</li><li>Fabric upholstered bed with thick padding and square tufting</li></ul>",118.41,/v/vspfiles/photos/coaster bedroom/205131KE-S4-1.jpg,N
205131KE-S5,Robyn 5-piece Eastern King Bedroom Set Dark Walnut,"<p>Transform your bedroom into the ultimate retreat with this mid-century modern bedroom set. Expertly crafted from pine, engineered wood, and walnut veneer, the set includes a bed, nightstand, dresser, mirror, and optional chest for a cohesive look. Rounded edges, tapered legs, and square tufting lend a retro-inspired flair, while felt-lined top drawers in case pieces and dual USB ports in nightstand add practical convenience. This collection combines style and functionality for a truly luxurious bedroom experience.</p><p><b>Dimensions:</b> 78.25""w x 86.5""d x 53.25""h</p><ul><li>Rounded corners throughout add an updated, modern flair</li><li>Nightstand includes dual USB ports for device charging</li><li>Fabric upholstered bed with thick padding and square tufting</li><li>Mid-century modern bedroom set with a cohesive aesthetic</li><li>Felt-lined top drawers protect delicate items</li><li>Constructed with pine, engineered wood, and walnut veneer</li></ul>",118.41,/v/vspfiles/photos/coaster bedroom/205131KE-S5-1.jpg,N
205131KW-S4,Robyn 4-piece California King Bedroom Set Dark Walnut,"<p>Transform your bedroom into the ultimate retreat with this mid-century modern bedroom set. Expertly crafted from pine, engineered wood, and walnut veneer, the set includes a bed, nightstand, dresser, mirror, and optional chest for a cohesive look. Rounded edges, tapered legs, and square tufting lend a retro-inspired flair, while felt-lined top drawers in case pieces and dual USB ports in nightstand add practical convenience. This collection combines style and functionality for a truly luxurious bedroom experience.</p><p><b>Dimensions:</b> 78.25""w x 90.5""d x 53.25""h</p><ul><li>Mid-century modern bedroom set with a cohesive aesthetic</li><li>Felt-lined top drawers protect delicate items</li><li>Constructed with pine, engineered wood, and walnut veneer</li><li>Nightstand includes dual USB ports for device charging</li><li>Fabric upholstered bed with thick padding and square tufting</li><li>Rounded corners throughout add an updated, modern flair</li></ul>",128.55,/v/vspfiles/photos/coaster bedroom/205131KW-S4-1.jpg,N
205131KW-S5,Robyn 5-piece California King Bedroom Set Dark Walnut,"<p>Transform your bedroom into the ultimate retreat with this mid-century modern bedroom set. Expertly crafted from pine, engineered wood, and walnut veneer, the set includes a bed, nightstand, dresser, mirror, and optional chest for a cohesive look. Rounded edges, tapered legs, and square tufting lend a retro-inspired flair, while felt-lined top drawers in case pieces and dual USB ports in nightstand add practical convenience. This collection combines style and functionality for a truly luxurious bedroom experience.</p><p><b>Dimensions:</b> 78.25""w x 90.5""d x 53.25""h</p><ul><li>Fabric upholstered bed with thick padding and square tufting</li><li>Felt-lined top drawers protect delicate items</li><li>Nightstand includes dual USB ports for device charging</li><li>Rounded corners throughout add an updated, modern flair</li><li>Mid-century modern bedroom set with a cohesive aesthetic</li><li>Constructed with pine, engineered wood, and walnut veneer</li></ul>",128.55,/v/vspfiles/photos/coaster bedroom/205131KW-S5-1.jpg,N
225091KE-S4,Robyn 4-piece Eastern King Bedroom Set Light Ash,"<p>Transform your bedroom into the ultimate retreat with this mid-century modern bedroom set. Expertly crafted from rubberwood, engineered wood, and ash veneer, the set includes a bed, nightstand, dresser, mirror, and optional chest for a cohesive look. Rounded edges, tapered legs, and square tufting lend a retro-inspired flair, while felt-lined top drawers in case pieces and dual USB ports in nightstand add practical convenience. This collection combines style and functionality for a truly luxurious bedroom experience.</p><p><b>Dimensions:</b> 78.25""w x 86.5""d x 53.25""h</p><ul><li>Mid-century modern bedroom set with a cohesive aesthetic</li><li>Nightstand includes dual USB ports for device charging</li><li>Felt-lined top drawers protect delicate items</li><li>Constructed from rubberwood, engineered wood, and ash veneer</li><li>Rounded corners throughout add an updated, modern flair</li><li>Fabric upholstered bed with thick padding and square tufting</li></ul>",118.41,/v/vspfiles/photos/coaster bedroom/225091KE-S4-1.jpg,N
225091KW-S4,Robyn 4-piece California King Bedroom Set Light Ash,"<p>Transform your bedroom into the ultimate retreat with this mid-century modern bedroom set. Expertly crafted from rubberwood, engineered wood, and ash veneer, the set includes a bed, nightstand, dresser, mirror, and optional chest for a cohesive look. Rounded edges, tapered legs, and square tufting lend a retro-inspired flair, while felt-lined top drawers in case pieces and dual USB ports in nightstand add practical convenience. This collection combines style and functionality for a truly luxurious bedroom experience.</p><p><b>Dimensions:</b> 78.25""w x 90.5""d x 53.25""h</p><ul><li>Rounded corners throughout add an updated, modern flair</li><li>Mid-century modern bedroom set with a cohesive aesthetic</li><li>Fabric upholstered bed with thick padding and square tufting</li><li>Nightstand includes dual USB ports for device charging</li><li>Constructed from rubberwood, engineered wood, and ash veneer</li><li>Felt-lined top drawers protect delicate items</li></ul>",128.55,/v/vspfiles/photos/coaster bedroom/225091KW-S4-1.jpg,N
225091KE-S5,Robyn 5-piece Eastern King Bedroom Set Light Ash,"<p>Transform your bedroom into the ultimate retreat with this mid-century modern bedroom set. Expertly crafted from rubberwood, engineered wood, and ash veneer, the set includes a bed, nightstand, dresser, mirror, and optional chest for a cohesive look. Rounded edges, tapered legs, and square tufting lend a retro-inspired flair, while felt-lined top drawers in case pieces and dual USB ports in nightstand add practical convenience. This collection combines style and functionality for a truly luxurious bedroom experience.</p><p><b>Dimensions:</b> 78.25""w x 86.5""d x 53.25""h</p><ul><li>Felt-lined top drawers protect delicate items</li><li>Nightstand includes dual USB ports for device charging</li><li>Fabric upholstered bed with thick padding and square tufting</li><li>Rounded corners throughout add an updated, modern flair</li><li>Mid-century modern bedroom set with a cohesive aesthetic</li><li>Constructed from rubberwood, engineered wood, and ash veneer</li></ul>",118.41,/v/vspfiles/photos/coaster bedroom/225091KE-S5-1.jpg,N
225091KW-S5,Robyn 5-piece California King Bedroom Set Light Ash,"<p>Transform your bedroom into the ultimate retreat with this mid-century modern bedroom set. Expertly crafted from rubberwood, engineered wood, and ash veneer, the set includes a bed, nightstand, dresser, mirror, and optional chest for a cohesive look. Rounded edges, tapered legs, and square tufting lend a retro-inspired flair, while felt-lined top drawers in case pieces and dual USB ports in nightstand add practical convenience. This collection combines style and functionality for a truly luxurious bedroom experience.</p><p><b>Dimensions:</b> 78.25""w x 90.5""d x 53.25""h</p><ul><li>Mid-century modern bedroom set with a cohesive aesthetic</li><li>Rounded corners throughout add an updated, modern flair</li><li>Felt-lined top drawers protect delicate items</li><li>Nightstand includes dual USB ports for device charging</li><li>Constructed from rubberwood, engineered wood, and ash veneer</li><li>Fabric upholstered bed with thick padding and square tufting</li></ul>",128.55,/v/vspfiles/photos/coaster bedroom/225091KW-S5-1.jpg,N
225091T-S4,Robyn 4-piece Twin Bedroom Set Light Ash,"<p>Transform your bedroom into the ultimate retreat with this mid-century modern bedroom set. Expertly crafted from rubberwood, engineered wood, and ash veneer, the set includes a bed, nightstand, dresser, mirror, and optional chest for a cohesive look. Rounded edges, tapered legs, and square tufting lend a retro-inspired flair, while felt-lined top drawers in case pieces and dual USB ports in nightstand add practical convenience. This collection combines style and functionality for a truly luxurious bedroom experience.</p><p><b>Dimensions:</b> 41.5""w x 81.5""d x 53.25""h</p><ul><li>Fabric upholstered bed with thick padding and square tufting</li><li>Rounded corners throughout add an updated, modern flair</li><li>Felt-lined top drawers protect delicate items</li><li>Mid-century modern bedroom set with a cohesive aesthetic</li><li>Nightstand includes dual USB ports for device charging</li><li>Constructed from rubberwood, engineered wood, and ash veneer</li></ul>",63.94,/v/vspfiles/photos/coaster bedroom/225091T-S4-1.jpg,N
225091Q-S5,Robyn 5-piece Queen Bedroom Set Light Ash,"<p>Transform your bedroom into the ultimate retreat with this mid-century modern bedroom set. Expertly crafted from rubberwood, engineered wood, and ash veneer, the set includes a bed, nightstand, dresser, mirror, and optional chest for a cohesive look. Rounded edges, tapered legs, and square tufting lend a retro-inspired flair, while felt-lined top drawers in case pieces and dual USB ports in nightstand add practical convenience. This collection combines style and functionality for a truly luxurious bedroom experience.</p><p><b>Dimensions:</b> 63""w x 86.5""d x 53.25""h</p><ul><li>Fabric upholstered bed with thick padding and square tufting</li><li>Rounded corners throughout add an updated, modern flair</li><li>Nightstand includes dual USB ports for device charging</li><li>Mid-century modern bedroom set with a cohesive aesthetic</li><li>Felt-lined top drawers protect delicate items</li><li>Constructed from rubberwood, engineered wood, and ash veneer</li></ul>",97.24,/v/vspfiles/photos/coaster bedroom/225091Q-S5-1.jpg,N
225091T-S5,Robyn 5-piece Twin Bedroom Set Light Ash,"<p>Transform your bedroom into the ultimate retreat with this mid-century modern bedroom set. Expertly crafted from rubberwood, engineered wood, and ash veneer, the set includes a bed, nightstand, dresser, mirror, and optional chest for a cohesive look. Rounded edges, tapered legs, and square tufting lend a retro-inspired flair, while felt-lined top drawers in case pieces and dual USB ports in nightstand add practical convenience. This collection combines style and functionality for a truly luxurious bedroom experience.</p><p><b>Dimensions:</b> 41.5""w x 81.5""d x 53.25""h</p><ul><li>Mid-century modern bedroom set with a cohesive aesthetic</li><li>Rounded corners throughout add an updated, modern flair</li><li>Felt-lined top drawers protect delicate items</li><li>Nightstand includes dual USB ports for device charging</li><li>Constructed from rubberwood, engineered wood, and ash veneer</li><li>Fabric upholstered bed with thick padding and square tufting</li></ul>",63.94,/v/vspfiles/photos/coaster bedroom/225091T-S5-1.jpg,N
225091F-S5,Robyn 5-piece Full Bedroom Set Light Ash,"<p>Transform your bedroom into the ultimate retreat with this mid-century modern bedroom set. Expertly crafted from rubberwood, engineered wood, and ash veneer, the set includes a bed, nightstand, dresser, mirror, and optional chest for a cohesive look. Rounded edges, tapered legs, and square tufting lend a retro-inspired flair, while felt-lined top drawers in case pieces and dual USB ports in nightstand add practical convenience. This collection combines style and functionality for a truly luxurious bedroom experience.</p><p><b>Dimensions:</b> 56.5""w x 81.5""d x 53.25""h</p><ul><li>Nightstand includes dual USB ports for device charging</li><li>Fabric upholstered bed with thick padding and square tufting</li><li>Rounded corners throughout add an updated, modern flair</li><li>Mid-century modern bedroom set with a cohesive aesthetic</li><li>Felt-lined top drawers protect delicate items</li><li>Constructed from rubberwood, engineered wood, and ash veneer</li></ul>",89.3,/v/vspfiles/photos/coaster bedroom/225091F-S5-1.jpg,N
205131Q-S4,Robyn 4-piece Queen Bedroom Set Dark Walnut,"<p>Transform your bedroom into the ultimate retreat with this mid-century modern bedroom set. Expertly crafted from pine, engineered wood, and walnut veneer, the set includes a bed, nightstand, dresser, mirror, and optional chest for a cohesive look. Rounded edges, tapered legs, and square tufting lend a retro-inspired flair, while felt-lined top drawers in case pieces and dual USB ports in nightstand add practical convenience. This collection combines style and functionality for a truly luxurious bedroom experience.</p><p><b>Dimensions:</b> 63""w x 86.5""d x 53.25""h</p><ul><li>Felt-lined top drawers protect delicate items</li><li>Nightstand includes dual USB ports for device charging</li><li>Fabric upholstered bed with thick padding and square tufting</li><li>Mid-century modern bedroom set with a cohesive aesthetic</li><li>Rounded corners throughout add an updated, modern flair</li><li>Constructed with pine, engineered wood, and walnut veneer</li></ul>",97.24,/v/vspfiles/photos/coaster bedroom/205131Q-S4-1.jpg,N
205131Q-S5,Robyn 5-piece Queen Bedroom Set Dark Walnut,"<p>Transform your bedroom into the ultimate retreat with this mid-century modern bedroom set. Expertly crafted from pine, engineered wood, and walnut veneer, the set includes a bed, nightstand, dresser, mirror, and optional chest for a cohesive look. Rounded edges, tapered legs, and square tufting lend a retro-inspired flair, while felt-lined top drawers in case pieces and dual USB ports in nightstand add practical convenience. This collection combines style and functionality for a truly luxurious bedroom experience.</p><p><b>Dimensions:</b> 63""w x 86.5""d x 53.25""h</p><ul><li>Nightstand includes dual USB ports for device charging</li><li>Mid-century modern bedroom set with a cohesive aesthetic</li><li>Felt-lined top drawers protect delicate items</li><li>Rounded corners throughout add an updated, modern flair</li><li>Fabric upholstered bed with thick padding and square tufting</li><li>Constructed with pine, engineered wood, and walnut veneer</li></ul>",97.24,/v/vspfiles/photos/coaster bedroom/205131Q-S5-1.jpg,N
205131T-S4,Robyn 4-piece Twin Bedroom Set Dark Walnut,"<p>Transform your bedroom into the ultimate retreat with this mid-century modern bedroom set. Expertly crafted from pine, engineered wood, and walnut veneer, the set includes a bed, nightstand, dresser, mirror, and optional chest for a cohesive look. Rounded edges, tapered legs, and square tufting lend a retro-inspired flair, while felt-lined top drawers in case pieces and dual USB ports in nightstand add practical convenience. This collection combines style and functionality for a truly luxurious bedroom experience.</p><p><b>Dimensions:</b> 41.75""w x 81.5""d x 53.25""h</p><ul><li>Felt-lined top drawers protect delicate items</li><li>Nightstand includes dual USB ports for device charging</li><li>Fabric upholstered bed with thick padding and square tufting</li><li>Rounded corners throughout add an updated, modern flair</li><li>Mid-century modern bedroom set with a cohesive aesthetic</li><li>Constructed with pine, engineered wood, and walnut veneer</li></ul>",63.94,/v/vspfiles/photos/coaster bedroom/205131T-S4-1.jpg,N
205131T-S5,Robyn 5-piece Twin Bedroom Set Dark Walnut,"<p>Transform your bedroom into the ultimate retreat with this mid-century modern bedroom set. Expertly crafted from pine, engineered wood, and walnut veneer, the set includes a bed, nightstand, dresser, mirror, and optional chest for a cohesive look. Rounded edges, tapered legs, and square tufting lend a retro-inspired flair, while felt-lined top drawers in case pieces and dual USB ports in nightstand add practical convenience. This collection combines style and functionality for a truly luxurious bedroom experience.</p><p><b>Dimensions:</b> 41.75""w x 81.5""d x 53.25""h</p><ul><li>Fabric upholstered bed with thick padding and square tufting</li><li>Rounded corners throughout add an updated, modern flair</li><li>Nightstand includes dual USB ports for device charging</li><li>Mid-century modern bedroom set with a cohesive aesthetic</li><li>Felt-lined top drawers protect delicate items</li><li>Constructed with pine, engineered wood, and walnut veneer</li></ul>",63.94,/v/vspfiles/photos/coaster bedroom/205131T-S5-1.jpg,N
205131F-S4,Robyn 4-piece Full Bedroom Set Dark Walnut,"<p>Transform your bedroom into the ultimate retreat with this mid-century modern bedroom set. Expertly crafted from pine, engineered wood, and walnut veneer, the set includes a bed, nightstand, dresser, mirror, and optional chest for a cohesive look. Rounded edges, tapered legs, and square tufting lend a retro-inspired flair, while felt-lined top drawers in case pieces and dual USB ports in nightstand add practical convenience. This collection combines style and functionality for a truly luxurious bedroom experience.</p><p><b>Dimensions:</b> 56.75""w x 81.5""d x 53.25""h</p><ul><li>Rounded corners throughout add an updated, modern flair</li><li>Fabric upholstered bed with thick padding and square tufting</li><li>Mid-century modern bedroom set with a cohesive aesthetic</li><li>Nightstand includes dual USB ports for device charging</li><li>Felt-lined top drawers protect delicate items</li><li>Constructed with pine, engineered wood, and walnut veneer</li></ul>",89.3,/v/vspfiles/photos/coaster bedroom/205131F-S4-1.jpg,N
205131F-S5,Robyn 5-piece Full Bedroom Set Dark Walnut,"<p>Transform your bedroom into the ultimate retreat with this mid-century modern bedroom set. Expertly crafted from pine, engineered wood, and walnut veneer, the set includes a bed, nightstand, dresser, mirror, and optional chest for a cohesive look. Rounded edges, tapered legs, and square tufting lend a retro-inspired flair, while felt-lined top drawers in case pieces and dual USB ports in nightstand add practical convenience. This collection combines style and functionality for a truly luxurious bedroom experience.</p><p><b>Dimensions:</b> 56.75""w x 81.5""d x 53.25""h</p><ul><li>Nightstand includes dual USB ports for device charging</li><li>Mid-century modern bedroom set with a cohesive aesthetic</li><li>Fabric upholstered bed with thick padding and square tufting</li><li>Rounded corners throughout add an updated, modern flair</li><li>Felt-lined top drawers protect delicate items</li><li>Constructed with pine, engineered wood, and walnut veneer</li></ul>",89.3,/v/vspfiles/photos/coaster bedroom/205131F-S5-1.jpg,N
225091F-S4,Robyn 4-piece Full Bedroom Set Light Ash,"<p>Transform your bedroom into the ultimate retreat with this mid-century modern bedroom set. Expertly crafted from rubberwood, engineered wood, and ash veneer, the set includes a bed, nightstand, dresser, mirror, and optional chest for a cohesive look. Rounded edges, tapered legs, and square tufting lend a retro-inspired flair, while felt-lined top drawers in case pieces and dual USB ports in nightstand add practical convenience. This collection combines style and functionality for a truly luxurious bedroom experience.</p><p><b>Dimensions:</b> 56.5""w x 81.5""d x 53.25""h</p><ul><li>Mid-century modern bedroom set with a cohesive aesthetic</li><li>Constructed from rubberwood, engineered wood, and ash veneer</li><li>Nightstand includes dual USB ports for device charging</li><li>Felt-lined top drawers protect delicate items</li><li>Fabric upholstered bed with thick padding and square tufting</li><li>Rounded corners throughout add an updated, modern flair</li></ul>",89.3,/v/vspfiles/photos/coaster bedroom/225091F-S4-1.jpg,N
225091Q-S4,Robyn 4-piece Queen Bedroom Set Light Ash,"<p>Transform your bedroom into the ultimate retreat with this mid-century modern bedroom set. Expertly crafted from rubberwood, engineered wood, and ash veneer, the set includes a bed, nightstand, dresser, mirror, and optional chest for a cohesive look. Rounded edges, tapered legs, and square tufting lend a retro-inspired flair, while felt-lined top drawers in case pieces and dual USB ports in nightstand add practical convenience. This collection combines style and functionality for a truly luxurious bedroom experience.</p><p><b>Dimensions:</b> 63""w x 86.5""d x 53.25""h</p><ul><li>Fabric upholstered bed with thick padding and square tufting</li><li>Mid-century modern bedroom set with a cohesive aesthetic</li><li>Rounded corners throughout add an updated, modern flair</li><li>Constructed from rubberwood, engineered wood, and ash veneer</li><li>Felt-lined top drawers protect delicate items</li><li>Nightstand includes dual USB ports for device charging</li></ul>",97.24,/v/vspfiles/photos/coaster bedroom/225091Q-S4-1.jpg,N
