productcode,productname,productprice,saleprice,productcategory,productweight,hideproduct,freeshippingitem,productdescription,productiondescription,techspecs,productkeywords,metatag_description,metatag_keywords,metatag_title
SS-KE800C,Keily Manual Swivel Glider Recliner,520,,149,130,Y,N,Keily Manual Swivel Glider Recliner Chair by Steve Silver. Dimensions: 42 inW x 37 inD x 41 inH Features: Manual recline; Sofa features drop-down console with slow-release pop-up USB charging station that; 2 electrical outlets and 2 USB ports for easy recharging; 2 Cupholders; Hard surface; Rocker/Recliner Chair swivels in a 360-degree radius; Marbled leatherette cover application in a cinnamon color.,Keily Manual Swivel Glider Recliner Chair by Steve Silver. Dimensions: 42 inW x 37 inD x 41 inH Features: Manual recline; Sofa features drop-down console with slow-release pop-up USB charging station that; 2 electrical outlets and 2 USB ports for easy recharging; 2 Cupholders; Hard surface; Rocker/Recliner Chair swivels in a 360-degree radius; Marbled leatherette cover application in a cinnamon color.,"• 42 inW x 37 inD x 41 inH
• Manual recline
• Sofa features drop-down console with slow-release pop-up USB charging station that
• 2 electrical outlets and 2 USB ports for easy recharging
• 2 Cupholders
• Hard surface",Keily Manual Swivel Glider Recliner Chair; Steve Silver; Upholstery; Manual Reclining,Shop Keily Manual Swivel Glider Recliner Chair by Steve Silver.,,Keily Manual Swivel Glider Recliner Chair
SS-KE800CG,Marlow Manual Swivel Glider Recliner,690,,149,130,,N,Marlow Manual Swivel Glider Recliner Chair by Steve Silver. Dimensions: 42 inW x 37 inD x 41 inH Features: Manual recline; Sofa features drop-down console with slow-release pop-up USB charging; The loveseat has dual rocker/recliner ends and features console with hidden; Rocker/Recliner Chair swivels in a 360-degree radius; Marbled leatherette cover application in a Garrulous Grey color.,Marlow Manual Swivel Glider Recliner Chair by Steve Silver. Dimensions: 42 inW x 37 inD x 41 inH Features: Manual recline; Sofa features drop-down console with slow-release pop-up USB charging; The loveseat has dual rocker/recliner ends and features console with hidden; Rocker/Recliner Chair swivels in a 360-degree radius; Marbled leatherette cover application in a Garrulous Grey color.,"• 42 inW x 37 inD x 41 inH
• Manual recline
• Sofa features drop-down console with slow-release pop-up USB charging
• The loveseat has dual rocker/recliner ends and features console with hidden
• Rocker/Recliner Chair swivels in a 360-degree radius
• Marbled leatherette cover application in a Garrulous Grey color",Marlow Manual Swivel Glider Recliner Chair; Steve Silver; Upholstery; â€¢ Marbled leatherette cover application in a Garrulous Grey color / Manual Reclining,Shop Marlow Manual Swivel Glider Recliner Chair by Steve Silver.,,Marlow Manual Swivel Glider Recliner Chair
SS-KE800CL,Keily Manual Glider Reclining Console Loveseat,830,,147,210,,N,Keily Manual Glider Reclining Console Loveseat by Steve Silver. Dimensions: 78 inW x 37 inD x 41 inH Features: Manual recline; Sofa features drop-down console with slow-release pop-up USB charging station that; 2 electrical outlets and 2 USB ports for easy recharging; 2 Cupholders; Hard surface; Rocker/Recliner Chair swivels in a 360-degree radius; Marbled leatherette cover application in a cinnamon color.,Keily Manual Glider Reclining Console Loveseat by Steve Silver. Dimensions: 78 inW x 37 inD x 41 inH Features: Manual recline; Sofa features drop-down console with slow-release pop-up USB charging station that; 2 electrical outlets and 2 USB ports for easy recharging; 2 Cupholders; Hard surface; Rocker/Recliner Chair swivels in a 360-degree radius; Marbled leatherette cover application in a cinnamon color.,"• 78 inW x 37 inD x 41 inH
• Manual recline
• Sofa features drop-down console with slow-release pop-up USB charging station that
• 2 electrical outlets and 2 USB ports for easy recharging
• 2 Cupholders
• Hard surface",Keily Manual Glider Reclining Console Loveseat; Steve Silver; Upholstery; Manual Reclining,Shop Keily Manual Glider Reclining Console Loveseat by Steve Silver.,,Keily Manual Glider Reclining Console Loveseat
SS-KE800S,Keily Manual Reclining Sofa w/ Dropdown Console,860,,188,250,Y,N,Keily Manual Reclining Sofa w/ Dropdown Console by Steve Silver. Dimensions: 89 inW x 37 inD x 41 inH Features: Manual recline; Sofa features drop-down console with slow-release pop-up USB charging station that; 2 electrical outlets and 2 USB ports for easy recharging; 2 Cupholders; Hard surface; Rocker/Recliner Chair swivels in a 360-degree radius; Marbled leatherette cover application in a cinnamon color.,Keily Manual Reclining Sofa w/ Dropdown Console by Steve Silver. Dimensions: 89 inW x 37 inD x 41 inH Features: Manual recline; Sofa features drop-down console with slow-release pop-up USB charging station that; 2 electrical outlets and 2 USB ports for easy recharging; 2 Cupholders; Hard surface; Rocker/Recliner Chair swivels in a 360-degree radius; Marbled leatherette cover application in a cinnamon color.,"• 89 inW x 37 inD x 41 inH
• Manual recline
• Sofa features drop-down console with slow-release pop-up USB charging station that
• 2 electrical outlets and 2 USB ports for easy recharging
• 2 Cupholders
• Hard surface",Keily Manual Reclining Sofa w/ Dropdown Console; Steve Silver; Upholstery; Manual Reclining,Shop Keily Manual Reclining Sofa w/ Dropdown Console by Steve Silver.,,Keily Manual Reclining Sofa w/ Dropdown Console
SS-KEILY-BROWN-75LOVE,"Keily Console Loveseat, Manual Reclining, Glider, Brown",869,,"199, 147",175,,N,"<p>Superior comfort and style are the hallmarks of this motion set. Featuring a leather-like cover with baseball stitching, this ensemble comes with a sofa with a drop-down console and USB charging station; a loveseat with dual rocker/recliner ends; and a rocker/recliner chair with 360-degree swivel. Antiqued brass nailhead trim and padded arms complete this ultimate motion package.</p>","Superior comfort and style are the hallmarks of this motion set. Featuring a leather-like cover with baseball stitching, this ensemble comes with a sofa with a drop-down console and USB charging station; a loveseat with dual rocker/recliner ends; and a rocker/recliner chair with 360-degree swivel. Antiqued brass nailhead trim and padded arms complete this ultimate motion package.","<ul><li><strong>Cover:</strong> Marbled leather-look faux leather</li><li><strong>Color:</strong> Brown</li><li><strong>Construction:</strong> Furniture-grade engineered-wood frame, sinuous-spring support, padded arms, baseball stitching, and antiqued brass/oil-rubbed brass nailheads</li><li><strong>Dimensions:</strong> 75W x 39D x 41H in.</li><li><strong>Motion:</strong> Manual reclining with dual glider/recliner end seats</li><li><strong>Special Features:</strong> Lift-top center console with two cupholders, two USB ports, and an electrical outlet</li></ul>",Keily Console Loveseat; Steve Silver,"Shop Keily Console Loveseat, Manual Reclining, Glider, Brown at McCabe's Theater & Living. Superior comfort and style are the hallmarks of this motion set. Featuring a leather-like cover with baseball stitching, this ensemble comes.",Keily Console Loveseat; Steve Silver,"Keily Console Loveseat, Manual Reclining, Glider, Brown"
SS-KEILY-BROWN-86SOFA,"Keily Sofa, Manual Reclining, Drop-Down Console, Brown",909,,"139, 197, 179",220,,N,"<p>Superior comfort and style are the hallmarks of this motion set. Featuring a leather-like cover with baseball stitching, this ensemble comes with a sofa with a drop-down console and USB charging station; a loveseat with dual rocker/recliner ends; and a rocker/recliner chair with 360-degree swivel. Antiqued brass nailhead trim and padded arms complete this ultimate motion package.</p>","Superior comfort and style are the hallmarks of this motion set. Featuring a leather-like cover with baseball stitching, this ensemble comes with a sofa with a drop-down console and USB charging station; a loveseat with dual rocker/recliner ends; and a rocker/recliner chair with 360-degree swivel. Antiqued brass nailhead trim and padded arms complete this ultimate motion package.","<ul><li><strong>Cover:</strong> Marbled leather-look faux leather</li><li><strong>Color:</strong> Brown</li><li><strong>Construction:</strong> Furniture-grade engineered-wood frame, sinuous-spring support, padded arms, baseball stitching, and antiqued brass/oil-rubbed brass nailheads</li><li><strong>Dimensions:</strong> 86W x 39D x 41H in.</li><li><strong>Motion:</strong> Manual reclining end seats</li><li><strong>Special Features:</strong> Drop-down center console with wood-grain hard surface, pouch storage, two cupholders, and pop-up power strip with two outlets and two USB ports</li></ul>",Keily Sofa; Steve Silver,"Shop Keily Sofa, Manual Reclining, Drop-Down Console, Brown at McCabe's Theater & Living. Superior comfort and style are the hallmarks of this motion set. Featuring a leather-like cover with baseball stitching, this ensemble comes.",Keily Sofa; Steve Silver,"Keily Sofa, Manual Reclining, Drop-Down Console, Brown"
SS-KEILY-BROWN-RECL,"Keily Recliner, Manual Swivel, Glider, Brown",539,,186,105,,N,"<p>Superior comfort and style are the hallmarks of this motion set. Featuring a leather-like cover with baseball stitching, this ensemble comes with a sofa with a drop-down console and USB charging station; a loveseat with dual rocker/recliner ends; and a rocker/recliner chair with 360-degree swivel. Antiqued brass nailhead trim and padded arms complete this ultimate motion package.</p>","Superior comfort and style are the hallmarks of this motion set. Featuring a leather-like cover with baseball stitching, this ensemble comes with a sofa with a drop-down console and USB charging station; a loveseat with dual rocker/recliner ends; and a rocker/recliner chair with 360-degree swivel. Antiqued brass nailhead trim and padded arms complete this ultimate motion package.","<ul><li><strong>Cover:</strong> Marbled leather-look faux leather</li><li><strong>Color:</strong> Brown</li><li><strong>Construction:</strong> Furniture-grade engineered-wood frame, sinuous-spring support, padded arms, baseball stitching, and antiqued brass/oil-rubbed brass nailheads</li><li><strong>Dimensions:</strong> 39W x 39D x 41H in.</li><li><strong>Motion:</strong> Manual recliner with 360-degree swivel and gliding motion when closed</li><li><strong>Special Features:</strong> Baseball stitching, padded arms, and decorative nailhead trim</li></ul>",Keily Recliner; Steve Silver,"Shop Keily Recliner, Manual Swivel, Glider, Brown at McCabe's Theater & Living. Superior comfort and style are the hallmarks of this motion set. Featuring a leather-like cover with baseball stitching, this ensemble comes.",Keily Recliner; Steve Silver,"Keily Recliner, Manual Swivel, Glider, Brown"
SS-KEILY-GREY-75LOVE,"Keily Console Loveseat, Manual Reclining, Glider, Grey",869,,"199, 147",175,,N,"<p>Superior comfort and style are the hallmarks of this motion set. Featuring a leather-like cover with baseball stitching, this ensemble comes with a sofa with a drop-down console and USB charging station; a loveseat with dual rocker/recliner ends; and a rocker/recliner chair with 360-degree swivel. Antiqued brass nailhead trim and padded arms complete this ultimate motion package.</p>","Superior comfort and style are the hallmarks of this motion set. Featuring a leather-like cover with baseball stitching, this ensemble comes with a sofa with a drop-down console and USB charging station; a loveseat with dual rocker/recliner ends; and a rocker/recliner chair with 360-degree swivel. Antiqued brass nailhead trim and padded arms complete this ultimate motion package.","<ul><li><strong>Cover:</strong> Marbled leather-look faux leather</li><li><strong>Color:</strong> Dove Grey</li><li><strong>Construction:</strong> Furniture-grade engineered-wood frame, sinuous-spring support, padded arms, baseball stitching, and pewter-tone nailheads</li><li><strong>Dimensions:</strong> 75W x 39D x 41H in.</li><li><strong>Motion:</strong> Manual reclining with dual glider/recliner end seats</li><li><strong>Special Features:</strong> Lift-top center console with two cupholders, two USB ports, and an electrical outlet</li></ul>",Keily Console Loveseat; Steve Silver,"Shop Keily Console Loveseat, Manual Reclining, Glider, Grey at McCabe's Theater & Living. Superior comfort and style are the hallmarks of this motion set. Featuring a leather-like cover with baseball stitching, this ensemble comes.",Keily Console Loveseat; Steve Silver,"Keily Console Loveseat, Manual Reclining, Glider, Grey"
SS-KEILY-GREY-86SOFA,"Keily Sofa, Manual Reclining, Drop-Down Console, Grey",909,,"139, 197, 179",220,,N,"<p>Superior comfort and style are the hallmarks of this motion set. Featuring a leather-like cover with baseball stitching, this ensemble comes with a sofa with a drop-down console and USB charging station; a loveseat with dual rocker/recliner ends; and a rocker/recliner chair with 360-degree swivel. Antiqued brass nailhead trim and padded arms complete this ultimate motion package.</p>","Superior comfort and style are the hallmarks of this motion set. Featuring a leather-like cover with baseball stitching, this ensemble comes with a sofa with a drop-down console and USB charging station; a loveseat with dual rocker/recliner ends; and a rocker/recliner chair with 360-degree swivel. Antiqued brass nailhead trim and padded arms complete this ultimate motion package.","<ul><li><strong>Cover:</strong> Marbled leather-look faux leather</li><li><strong>Color:</strong> Dove Grey</li><li><strong>Construction:</strong> Furniture-grade engineered-wood frame, sinuous-spring support, padded arms, baseball stitching, and pewter-tone nailheads</li><li><strong>Dimensions:</strong> 86W x 39D x 41H in.</li><li><strong>Motion:</strong> Manual reclining end seats</li><li><strong>Special Features:</strong> Drop-down center console with wood-grain hard surface, pouch storage, two cupholders, and pop-up power strip with two outlets and two USB ports</li></ul>",Keily Sofa; Steve Silver,"Shop Keily Sofa, Manual Reclining, Drop-Down Console, Grey at McCabe's Theater & Living. Superior comfort and style are the hallmarks of this motion set. Featuring a leather-like cover with baseball stitching, this ensemble comes.",Keily Sofa; Steve Silver,"Keily Sofa, Manual Reclining, Drop-Down Console, Grey"
SS-KEILY-GREY-RECL,"Keily Recliner, Manual Swivel, Glider, Grey",649,,186,105,,N,"<p>Superior comfort and style are the hallmarks of this motion set. Featuring a leather-like cover with baseball stitching, this ensemble comes with a sofa with a drop-down console and USB charging station; a loveseat with dual rocker/recliner ends; and a rocker/recliner chair with 360-degree swivel. Antiqued brass nailhead trim and padded arms complete this ultimate motion package.</p>","Superior comfort and style are the hallmarks of this motion set. Featuring a leather-like cover with baseball stitching, this ensemble comes with a sofa with a drop-down console and USB charging station; a loveseat with dual rocker/recliner ends; and a rocker/recliner chair with 360-degree swivel. Antiqued brass nailhead trim and padded arms complete this ultimate motion package.","<ul><li><strong>Cover:</strong> Marbled leather-look faux leather</li><li><strong>Color:</strong> Dove Grey</li><li><strong>Construction:</strong> Furniture-grade engineered-wood frame, sinuous-spring support, padded arms, baseball stitching, and pewter-tone nailheads</li><li><strong>Dimensions:</strong> 39W x 39D x 41H in.</li><li><strong>Motion:</strong> Manual recliner with 360-degree swivel and gliding motion when closed</li><li><strong>Special Features:</strong> Baseball stitching, padded arms, and decorative nailhead trim</li></ul>",Keily Recliner; Steve Silver,"Shop Keily Recliner, Manual Swivel, Glider, Grey at McCabe's Theater & Living. Superior comfort and style are the hallmarks of this motion set. Featuring a leather-like cover with baseball stitching, this ensemble comes.",Keily Recliner; Steve Silver,"Keily Recliner, Manual Swivel, Glider, Grey"
SS-KY200WC,Lucca Cocktail Table,520,,195,110,Y,N,Lucca Cocktail Table by Steve Silver. Dimensions: 47.5 inW x 23.25â€™â€™D x 18â€™â€™H Features: Constructed of black frame with sintered stone inlay; Sled base adds a contemporary element to the collection while reinforcing the frame for a stronger;; 3A packaging ensures damage free parcel; Powder coated finish enhances durability; offers a flawless finish; and provides resistance against wear;; Sintered Stone inlay offers enhanced performance features including moisture; scratch and heat.,Lucca Cocktail Table by Steve Silver. Dimensions: 47.5 inW x 23.25â€™â€™D x 18â€™â€™H Features: Constructed of black frame with sintered stone inlay; Sled base adds a contemporary element to the collection while reinforcing the frame for a stronger;; 3A packaging ensures damage free parcel; Powder coated finish enhances durability; offers a flawless finish; and provides resistance against wear;; Sintered Stone inlay offers enhanced performance features including moisture; scratch and heat.,"• 47.5 inW x 23.25â€™â€™D x 18â€™â€™H
• Constructed of black frame with sintered stone inlay
• Sled base adds a contemporary element to the collection while reinforcing the frame for a stronger
• 3A packaging ensures damage free parcel
• Powder coated finish enhances durability
• offers a flawless finish",Lucca Cocktail Table; Steve Silver; Occasional; Stone Top Occasional,Shop Lucca Cocktail Table by Steve Silver.,,Lucca Cocktail Table
SS-KY200WE,Lucca End Table 23 25 W X 23 25 D X 22 H,310,,195,60,Y,N,Lucca End Table 23 25 W X 23 25 D X 22 H by Steve Silver. Features: Constructed of black frame with sintered stone inlay; Sled base adds a contemporary element to the collection while reinforcing the frame for a stronger;; 3A packaging ensures damage free parcel; Powder coated finish enhances durability; offers a flawless finish; and provides resistance against wear;; Sintered Stone inlay offers enhanced performance features including moisture; scratch and heat.,Lucca End Table 23 25 W X 23 25 D X 22 H by Steve Silver. Features: Constructed of black frame with sintered stone inlay; Sled base adds a contemporary element to the collection while reinforcing the frame for a stronger;; 3A packaging ensures damage free parcel; Powder coated finish enhances durability; offers a flawless finish; and provides resistance against wear;; Sintered Stone inlay offers enhanced performance features including moisture; scratch and heat.,"• Constructed of black frame with sintered stone inlay
• Sled base adds a contemporary element to the collection while reinforcing the frame for a stronger
• 3A packaging ensures damage free parcel
• Powder coated finish enhances durability
• offers a flawless finish
• and provides resistance against wear",Lucca End Table 23 25 W X 23 25 D X 22 H; Steve Silver; Occasional; Stone Top Occasional,Shop Lucca End Table 23 25 W X 23 25 D X 22 H by Steve Silver.,,Lucca End Table 23 25 W X 23 25 D X 22 H
SS-LEHI-MANUAL-SECT,Lehi 6-Piece Manual Reclining Sectional,1980,,"139, 198, 188",465,,N,"<p>Comfort, convenience and style blend beautifully in the six-piece Lehi modular Sectional. Covered in a warm brindle-colored breathable leatherette, the Lehi features luxurious shaped seats with contrasting stitching for a seat as good-looking as it is comfortable. The manual footrest opens easily with the pull-lever control and the lift-top console adds storage and USB charging ports for a central hub for all your electronics. The modular configuration allows you to custom-build your own set to exactly match your desired area.</p>","Comfort, convenience and style blend beautifully in the six-piece Lehi modular Sectional. Covered in a warm brindle-colored breathable leatherette, the Lehi features luxurious shaped seats with contrasting stitching for a seat as good-looking as it is comfortable. The manual footrest opens easily with the pull-lever control and the lift-top console adds storage and USB charging ports for a central hub for all your electronics. The modular configuration allows you to custom-build your own set to exactly match your desired area.","<ul><li><strong>Cover:</strong> Breathable leatherette blend with soft pebble-grain texture and fleece backing</li><li><strong>Color:</strong> Brindle</li><li><strong>Construction:</strong> Kiln-dried hardwood frame, corner-blocked and double-doweled, no-sag sinuous-wire support, 2.0-density foam, removable backs, and contrast baseball stitching</li><li><strong>Dimensions:</strong> Modular pieces include 41.5W x 38D x 39.5H in. end recliners, 32.5W x 38D x 39.5H in. armless seats, 63W x 39.75D x 39.5H in. wedge, and 13W x 38D x 39.5H in. console</li><li><strong>Motion:</strong> Manual reclining with approximately 3-inch wall clearance</li><li><strong>Special Features:</strong> 6-piece modular sectional with lift-top powered console, USB charging, and 360 lb. capacity per seat</li></ul>",Lehi 6-Piece Manual Reclining Sectional; Steve Silver,"Shop Lehi 6-Piece Manual Reclining Sectional at McCabe's Theater & Living. Comfort, convenience and style blend beautifully in the six-piece Lehi modular Sectional. Covered in a warm brindle-colored breathable leath.",Lehi 6-Piece Manual Reclining Sectional; Steve Silver,Lehi 6-Piece Manual Reclining Sectional
SS-LK100CLC,Oliver Lift Top Cocktail Table w/ Casters,430,,195,110,Y,N,Oliver Lift Top Cocktail Table w/ Casters by Steve Silver. Dimensions: 48 inW x 28 inD x 19 inH Features: Rustic styling constructed of hardwood solids and acacia veneers; Styling details include border plank edge with x in shaped side panels; Lift-top cocktail features a bottom shelf and casters; The Coffee Table has four independent casters; enabling effortless mobility for; The wood is hand-stained in a natural multi-step mocha oak finish to highlight the.,Oliver Lift Top Cocktail Table w/ Casters by Steve Silver. Dimensions: 48 inW x 28 inD x 19 inH Features: Rustic styling constructed of hardwood solids and acacia veneers; Styling details include border plank edge with x in shaped side panels; Lift-top cocktail features a bottom shelf and casters; The Coffee Table has four independent casters; enabling effortless mobility for; The wood is hand-stained in a natural multi-step mocha oak finish to highlight the.,"• 48 inW x 28 inD x 19 inH
• Rustic styling constructed of hardwood solids and acacia veneers
• Styling details include border plank edge with x in shaped side panels
• Lift-top cocktail features a bottom shelf and casters
• The Coffee Table has four independent casters
• enabling effortless mobility for",Oliver Lift Top Cocktail Table w/ Casters; Steve Silver; Occasional; Lift-Top Coffee Tables,Shop Oliver Lift Top Cocktail Table w/ Casters by Steve Silver.,,Oliver Lift Top Cocktail Table w/ Casters
SS-LK100E,Oliver End Table,240,,195,60,Y,N,Oliver End Table by Steve Silver. Dimensions: 24 inW x 24 inD x 24 inH Features: Rustic styling constructed of hardwood solids and acacia veneers; Styling details include border plank edge with x in shaped side panels; Lift-top cocktail features a bottom shelf and casters; The Coffee Table has four independent casters; enabling effortless mobility for; The wood is hand-stained in a natural multi-step mocha oak finish to highlight the.,Oliver End Table by Steve Silver. Dimensions: 24 inW x 24 inD x 24 inH Features: Rustic styling constructed of hardwood solids and acacia veneers; Styling details include border plank edge with x in shaped side panels; Lift-top cocktail features a bottom shelf and casters; The Coffee Table has four independent casters; enabling effortless mobility for; The wood is hand-stained in a natural multi-step mocha oak finish to highlight the.,"• 24 inW x 24 inD x 24 inH
• Rustic styling constructed of hardwood solids and acacia veneers
• Styling details include border plank edge with x in shaped side panels
• Lift-top cocktail features a bottom shelf and casters
• The Coffee Table has four independent casters
• enabling effortless mobility for",Oliver End Table; Steve Silver; Occasional; Lift-Top Coffee Tables,Shop Oliver End Table by Steve Silver.,,Oliver End Table
SS-LK100S,Oliver Sofa Table,410,,195,250,Y,N,Oliver Sofa Table by Steve Silver. Dimensions: 48 inW x 18 inD x 30 inH Features: Rustic styling constructed of hardwood solids and acacia veneers; Styling details include border plank edge with x in shaped side panels; Lift-top cocktail features a bottom shelf and casters; The Coffee Table has four independent casters; enabling effortless mobility for; The wood is hand-stained in a natural multi-step mocha oak finish to highlight the.,Oliver Sofa Table by Steve Silver. Dimensions: 48 inW x 18 inD x 30 inH Features: Rustic styling constructed of hardwood solids and acacia veneers; Styling details include border plank edge with x in shaped side panels; Lift-top cocktail features a bottom shelf and casters; The Coffee Table has four independent casters; enabling effortless mobility for; The wood is hand-stained in a natural multi-step mocha oak finish to highlight the.,"• 48 inW x 18 inD x 30 inH
• Rustic styling constructed of hardwood solids and acacia veneers
• Styling details include border plank edge with x in shaped side panels
• Lift-top cocktail features a bottom shelf and casters
• The Coffee Table has four independent casters
• enabling effortless mobility for",Oliver Sofa Table; Steve Silver; Occasional; Lift-Top Coffee Tables,Shop Oliver Sofa Table by Steve Silver.,,Oliver Sofa Table
SS-LK100SV,Tv Stands Cabinet,430,,195,120,Y,N,TV Stands Cabinet by Steve Silver. Dimensions: 33.5 inW x 16 inD x 37 inH,TV Stands Cabinet by Steve Silver. Dimensions: 33.5 inW x 16 inD x 37 inH,• 33.5 inW x 16 inD x 37 inH,TV Stands Cabinet; Steve Silver; Occasional; 64 inW x 18 inD x 32 inH / Accents,Shop Tv Stands Cabinet by Steve Silver.,,Tv Stands Cabinet
SS-LK100TV,Tv Stand,410,,195,120,Y,N,TV Stand by Steve Silver. Dimensions: 64 inW x 17 inD x 20 inH Features: Constructed of veneers; Asian hardwood solids and engineered woods; Kiln-dried wood helps prevent warping; splitting; cracking and developing mildew.; Two adjustable shelvers; two fixed shelves and wire escape allows configuration for any type of; 64-inch wide TV Stand acommodates up to 75-inch television depending upon the manufacturer; Solid wood legs offer enhanced durability; longevity; and can withstand daily wear for years; Plastic glides keep the table from scratching floor; The wood is hand-stained in a natural multi-step mocha finish to highlight the natural grain and knots of.,TV Stand by Steve Silver. Dimensions: 64 inW x 17 inD x 20 inH Features: Constructed of veneers; Asian hardwood solids and engineered woods; Kiln-dried wood helps prevent warping; splitting; cracking and developing mildew.; Two adjustable shelvers; two fixed shelves and wire escape allows configuration for any type of; 64-inch wide TV Stand acommodates up to 75-inch television depending upon the manufacturer; Solid wood legs offer enhanced durability; longevity; and can withstand daily wear for years; Plastic glides keep the table from scratching floor; The wood is hand-stained in a natural multi-step mocha finish to highlight the natural grain and knots of.,"• 64 inW x 17 inD x 20 inH
• Constructed of veneers
• Asian hardwood solids and engineered woods
• Kiln-dried wood helps prevent warping
• splitting
• cracking and developing mildew",TV Stand; Steve Silver; Occasional; TV Stands,Shop Tv Stand by Steve Silver.,,Tv Stand
SS-LM150E,Tv Stands Accent Side Table Solid,430,,195,120,Y,N,TV Stands Accent Side Table Solid Acacia by Steve Silver. Dimensions: 12 inW X 12 inD X 18 inH,TV Stands Accent Side Table Solid Acacia by Steve Silver. Dimensions: 12 inW X 12 inD X 18 inH,• 12 inW X 12 inD X 18 inH,TV Stands Accent Side Table Solid Acacia; Steve Silver; Occasional; 64 inW x 18 inD x 32 inH / Accents,Shop Tv Stands Accent Side Table Solid by Steve Silver.,,Tv Stands Accent Side Table Solid
SS-LUNA-CHAR-PWR-LOVE,"Luna Home Cinema Power Reclining Console Loveseat, Charcoal Vegan Leather",1240,,"199, 147",185,,N,"<p>Relax in modern style with the Luna Charcoal, upholstered in smooth, charcoal-gray vegan leather featuring an elegant argyle-quilted pattern on the seats, backs, and sides for a refined, high-end look. Effortless power recline lets you adjust the back and footrest to your perfect position, while built-in speakers create all-encompassing sound. A sleek center console offers wireless charging, USB-A &amp; C ports, ambient lighting, and convenient storageâ€”bringing sophisticated design and smart entertainment to your living space for the ultimate at-home theater experience.</p>","Relax in modern style with the Luna Charcoal, upholstered in smooth, charcoal-gray vegan leather featuring an elegant argyle-quilted pattern on the seats, backs, and sides for a refined, high-end look. Effortless power recline lets you adjust the back and footrest to your perfect position, while built-in speakers create all-encompassing sound. A sleek center console offers wireless charging, USB-A & C ports, ambient lighting, and convenient storageâ€”bringing sophisticated design and smart entertainment to your living space for the ultimate at-home theater experience.","<ul><li><strong>Cover:</strong> Smooth vegan leather with argyle-quilted detailing on seats, backs, and sides</li><li><strong>Color:</strong> Charcoal Gray</li><li><strong>Construction:</strong> Engineered-wood frame, high-density foam, and sinuous-spring seating support</li><li><strong>Dimensions:</strong> 71W x 39.5D x 42H in.</li><li><strong>Motion:</strong> Power reclining backrest and footrest</li><li><strong>Special Features:</strong> Home-cinema console loveseat with Bluetooth audio, built-in speakers, ambient and under-frame lighting, illuminated cupholders, wireless charging, USB-A/USB-C ports, and center storage console</li></ul>",Luna Home Cinema Power Reclining Console Loveseat; Steve Silver,"Shop Luna Home Cinema Power Reclining Console Loveseat, Charcoal Vegan Leather at McCabe's Theater & Living. Relax in modern style with the Luna Charcoal, upholstered in smooth, charcoal-gray vegan leather featuring an elegant argyle-quilted pattern.",Luna Home Cinema Power Reclining Console Loveseat; Steve Silver,"Luna Home Cinema Power Reclining Console Loveseat, Charcoal Vegan Leather"
SS-LUNA-CHAR-PWR-RECL,Luna Charcoal Power Recliner,730,,186,125,,N,,,,Luna Charcoal Power Recliner; Steve Silver,Shop Luna Charcoal Power Recliner at McCabe's Theater & Living. Luna Charcoal Power Recliner.,Luna Charcoal Power Recliner; Steve Silver,Luna Charcoal Power Recliner
SS-LUNA-CHAR-PWR-SOFA,Luna Charcoal Power Reclining Sofa,1240,,"139, 197, 179",210,,N,,,,Luna Charcoal Power Reclining Sofa; Steve Silver,Shop Luna Charcoal Power Reclining Sofa at McCabe's Theater & Living. Luna Charcoal Power Reclining Sofa.,Luna Charcoal Power Reclining Sofa; Steve Silver,Luna Charcoal Power Reclining Sofa
SS-LUNA-ICE-PWR-LOVE,Luna Ice Power Reclining Console Loveseat,1240,,"199, 147",185,,N,,,,Luna Ice Power Reclining Console Loveseat; Steve Silver,Shop Luna Ice Power Reclining Console Loveseat at McCabe's Theater & Living. Luna Ice Power Reclining Console Loveseat.,Luna Ice Power Reclining Console Loveseat; Steve Silver,Luna Ice Power Reclining Console Loveseat
SS-LUNA-ICE-PWR-RECL,Luna Ice Power Recliner,730,,186,125,,N,,,,Luna Ice Power Recliner; Steve Silver,Shop Luna Ice Power Recliner at McCabe's Theater & Living. Luna Ice Power Recliner.,Luna Ice Power Recliner; Steve Silver,Luna Ice Power Recliner
SS-LUNA-ICE-PWR-SOFA,Luna Ice Power Reclining Sofa,1240,,"139, 197, 179",210,,N,,,,Luna Ice Power Reclining Sofa; Steve Silver,Shop Luna Ice Power Reclining Sofa at McCabe's Theater & Living. Luna Ice Power Reclining Sofa.,Luna Ice Power Reclining Sofa; Steve Silver,Luna Ice Power Reclining Sofa
